id_city_name,city_name,zip_code,department_code
816,Grâces,22200,22
817,Guingamp,22200,22
818,Hénon,22150,22
819,Hillion,22120,22
820,Plérin,22190,22
821,Plésidy,22720,22
822,Pleslin-Trigavou,22490,22
823,Pleudaniel,22740,22
824,Pleudihen-sur-Rance,22690,22
825,Pleumeur-Bodou,22560,22
826,Plœuc-L'Hermitage,22150,22
827,Plouasne,22830,22
828,Beaussais-sur-Mer,22650,22
829,Plouër-sur-Rance,22490,22
830,Plouézec,22470,22
831,Ploufragan,22440,22
832,Plougrescant,22820,22
833,Plouguenast-Langast,22150,22
834,Plouguernével,22110,22
835,Plouguiel,22220,22
836,Plouisy,22200,22
837,Ploulec'h,22300,22
838,Ploumagoar,22970,22
839,Ploumilliau,22300,22
840,Plourhan,22410,22
841,Plouvara,22170,22
842,Pluduno,22130,22
843,Pordic,22590,22
844,Quessoy,22120,22
845,Rospez,22300,22
846,Saint-Agathon,22200,22
847,Saint-Barnabé,22600,22
848,Saint-Brieuc,22000,22
849,Saint-Caradec,22600,22
850,Saint-Carreuc,22150,22
851,Saint-Julien,22940,22
852,Saint-Nicolas-du-Pélem,22480,22
853,Saint-Quay-Perros,22700,22
854,Bergerac,24100,24
855,Marseille 9e Arrondissement,13009,13
856,Marseille 10e Arrondissement,13010,13
857,Marseille 11e Arrondissement,13011,13
858,Marseille 12e Arrondissement,13012,13
859,Marseille 13e Arrondissement,13013,13
860,Marseille 14e Arrondissement,13014,13
861,Marseille 15e Arrondissement,13015,13
862,Marseille 16e Arrondissement,13016,13
863,Amayé-sur-Orne,14210,14
864,Argences,14370,14
865,Arromanches-les-Bains,14117,14
866,Les Monts d'Aunay,14260,14
867,Authie,14280,14
868,Bayeux,14400,14
869,Bellengreville,14370,14
870,Biéville-Beuville,14112,14
871,Blainville-sur-Orne,14550,14
872,Blonville-sur-Mer,14910,14
873,Thue et Mue,14210,14
874,Bretteville-sur-Odon,14760,14
875,Cabourg,14390,14
876,Caen,14000,14
877,Cagny,14630,14
878,Carpiquet,14650,14
879,Caumont-sur-Aure,14240,14
880,Laize-Clinchamps,14320,14
881,Colombelles,14460,14
882,Condé-en-Normandie,14110,14
883,Cormelles-le-Royal,14123,14
884,Courseulles-sur-Mer,14470,14
885,Cresserons,14440,14
886,Creully sur Seulles,14480,14
887,Cuverville,14840,14
888,Démouville,14840,14
889,Douvres-la-Délivrande,14440,14
890,Dozulé,14430,14
891,Évrecy,14210,14
892,Falaise,14700,14
893,Fontaine-Étoupefour,14790,14
894,Fontenay-le-Marmion,14320,14
895,Le Fresne-Camilly,14480,14
