id_place,coordonates,longitude,latitude,adress,id_city_name
I774300001,"49.078417, 2.797753",2.797753,49.078417,RUE DES SOURCES LES TILLETS,5022
I774310001,"48.25708, 2.68246",2.68246,48.25708,41 AVENUE D'ORMESSON,5023
I774310006,"48.27913, 2.67241",2.67241,48.27913,25 RUE DU GUINEBERT,5023
I751050014,"48.84047, 2.33787",2.33787,48.84047,31 AVENUE GEORGES BERNANOS,5024
I774370001,"49.04028, 2.81424",2.81424,49.04028,45-47 RUE DE LA CHEVEE,5025
I774450001,"48.594, 2.57412",2.57412,48.594,1 place nathalie lemel,5026
I751060006,"48.852101656784725, 2.3360357970523182",2.3360357970523182,48.852101656784725,12 RUE LOBINEAU,5027
I774650001,"48.299865, 2.953733",2.953733,48.299865,DOMAINE DE LA FORTERESSE,5028
I751070010,"48.848712417457136, 2.3145808071421925",2.3145808071421925,48.848712417457136,5 rue eblé,5029
I774680005,"48.85184, 2.63508",2.63508,48.85184,PLACE DES RENCONTRES,5030
I774680006,"48.8544, 2.65076",2.65076,48.8544,RUE DE LA PAIX,5030
I470010030,"44.188329, 0.62137",0.62137,44.188329,Rue de Lille,2817
I751080006,"48.87638, 2.30583",2.30583,48.87638,7 ALLEE LOUIS DE FUNES,5031
I751090007,"48.87807, 2.34502",2.34502,48.87807,24 RUE DE ROCHECHOUART,5032
I774680010,"48.84355, 2.64997",2.64997,48.84355,ALLEE LAMARTINE,5030
I751100011,"48.875573, 2.352905",2.352905,48.875573,5 Rue Leon Schwarzenberg,5033
I751100018,"48.87745, 2.36762",2.36762,48.87745,17 RUE BOY ZELENSKI,5033
I774700004,"48.74289, 2.75051",2.75051,48.74289,Rue Georges Clémenceau,5034
I774750001,"48.95406, 2.95328",2.95328,48.95406,12-14 RUE DES VIGNES,5035
I751110003,"48.85155, 2.38002",2.38002,48.85155,11 RUE CANDIE,5036
I751110007,"48.86066, 2.37031",2.37031,48.86066,9-11 RUE  ALPHONSE BAUDIN PARIS,5036
I774930001,"48.64943, 2.83236",2.83236,48.64943,RUE ALBERT HUBSCHWERLIN,5037
I774950002,"48.56949, 2.60771",2.60771,48.56949,5 RUE AIME-CESAIRE,5038
I774950003,"48.56982, 2.61298",2.61298,48.56982,2 RUE DE LA FONTAINE RONDE,5038
I470210003,"44.16783, 0.28566",0.28566,44.16783,Monplaisir,5039
I470240001,"44.52089, 0.14311",0.14311,44.52089,Longchamps,5040
I470270001,"44.41647, 0.66722",0.66722,44.41647,Le Bourg,2824
I470280001,"44.48739, 0.261",0.261,44.48739,Cordis,5041
I775140004,"48.9408, 2.62044",2.62044,48.9408,67 RUE DE RUZE,5042
I775140005,"48.9355, 2.6043",2.6043,48.9355,RUE DE LA DIVISION LECLERC,5042
I751120001,"48.84156, 2.39128",2.39128,48.84156,43 allée VIVALDI,5043
I216420001,"47.49738, 4.12682",4.12682,47.49738,Route de Vieux Château,5044
I216810001,"47.47516, 4.12903",4.12903,47.47516,Roches Ste Catherine VIEUX CHATEAU,5045
I780030003,"48.511946, 1.835757",1.835757,48.511946,45 RUE DE LA LIBERATION,5046
I780050003,"48.95294, 2.07163",2.07163,48.95294,44 RUE DE SAINT GERMAIN,5047
I220040003,"48.62567, -3.29704",-3.29704,48.62567,avenue adrien hamon,5048
I780050006,"48.97074, 2.07116",2.07116,48.97074,33 IMPASSSE JEAN ROSTAND ZAC DU MAGASIN,5047
I780150003,"48.96679, 2.04245",2.04245,48.96679,SENTE DES POINTES - PARC SPORTIF DES CARDINETTES,5049
I780200001,"48.915, 1.72757",1.72757,48.915,RUE ROZELAND,5050
I780290001,"48.95208, 1.86125",1.86125,48.95208,AVENUE DIVISION LECLERC,5051
I780290004,"48.97733, 1.84334",1.84334,48.97733,BOULEVARD LOUIS RENAULT,5051
I780290006,"48.9518039, 1.85408849",1.85408849,48.9518039,8 RUE JULES FERRY,5051
I780620002,"48.84787, 1.89916",1.89916,48.84787,RD 119 VAL DES 4 PIGNONS,5052
I780730001,"48.80288, 2.03204",2.03204,48.80288,RUE ALEXANDRE TURPAULT,5053
I470850003,"44.16514, 0.16219",0.16219,44.16514,Le Bourg,5054
I780870001,"48.61737, 2.0236",2.0236,48.61737,RUE DE LA FONTAINE ST SYMPHORIEN,5055
I780890002,"49.03618, 1.58139",1.58139,49.03618,RUE GEORGES HERREWYN,5056
I780920001,"48.865611, 2.134277",2.134277,48.865611,26 bis ROUTE DE LOUVECIENNES,5057
I220210001,"48.38658, -2.12965",-2.12965,48.38658,rue du stade,5058
I220300002,"48.70916, -3.37515",-3.37515,48.70916,Goas Gures,5059
I220320002,"48.29846566923152, -2.1467506887711356",-2.146750688771136,48.29846566923152,rue de dinan,808
I471750007,"44.53207, 0.7512",0.7512,44.53207,Mondésir,2841
I220460032,"48.29715, -2.51217",-2.51217,48.29715,Rue André Gilles,811
I220460039,"48.295956497811346, -2.510322332382202",-2.510322332382202,48.29595649781135,15 Rue André Gilles,811
I780920002,"48.86958, 2.14349",2.14349,48.86958,ILE DE LA CHAUSSEE,5057
I780920003,"48.87124, 2.14843",2.14843,48.87124,ILE DE LA CHAUSSEE,5057
I781070001,"48.94662, 1.52508",1.52508,48.94662,RUE RENE DHAL,5060
I781070005,"48.942852757059484, 1.5358972549438479",1.535897254943848,48.94285275705949,avenue de la gare,5060
I781170001,"48.76489, 2.11434",2.11434,48.76489,446 avenue morane saulnier,5061
I781170005,"48.76956, 2.12208",2.12208,48.76956,20 rue louis massotte,5061
I781170009,"48.77474, 2.12366",2.12366,48.77474,5 rue des frères robin,5061
I781230001,"48.937756, 2.015492",2.015492,48.937756,RUE SAINT HONORE,5062
I781230004,"48.93764, 2.02401",2.02401,48.93764,RUE PASTEUR,5062
I781230010,"48.949785, 2.031779",2.031779,48.949785,17 AVENUE PIERRE DE COUBERTIN,5062
I781240002,"48.91159, 2.19402",2.19402,48.91159,155 RUE DE BEZONS,5063
I781240007,"48.91314, 2.18571",2.18571,48.91314,13 RUE DE VERDUN,5063
I781250001,"48.64028, 1.95493",1.95493,48.64028,5 RUE DU BOIS DES GAULES,5064
I781260005,"48.84215, 2.11623",2.11623,48.84215,51 AVENUE MAURICE DE HIRSCH,5065
I781280001,"48.67205, 1.98397",1.98397,48.67205,ROUTE DE LIMOURS,5066
I781330001,"48.90764, 2.02973",2.02973,48.90764,5 RUE DU MUR DU PARC,5067
I472600002,"44.20335, 0.89198",0.89198,44.20335,Le Pesquié,5068
I781380001,"48.97215, 2.03883",2.03883,48.97215,RUE D'ALENTOURS,5069
I781380002,"48.97447, 2.02931",2.02931,48.97447,RUE DU MAIL DU COTEAU,5069
I472800001,"44.40256, 0.81539",0.81539,44.40256,avenue de Fumel,5070
I781430001,"48.73821, 2.0921",2.0921,48.73821,IMPASSE DU CLOS BROSSET,5071
I781460002,"48.88487, 2.16179",2.16179,48.88487,ILE DES IMPRESSIONNISTES,5072
I781460003,"48.90211, 2.16022",2.16022,48.90211,80 RUE AUGUSTE RENOIR,5072
I781460007,"48.89996, 2.14107",2.14107,48.89996,197 RUE DES LANDES,5072
I781600001,"48.70424, 2.04408",2.04408,48.70424,CHEMIN DES REGAINS,5073
I473100001,"44.3437, 0.32174",0.32174,44.3437,Delsatan Ayet,3381
I781640001,"48.61073, 1.91127",1.91127,48.61073,CHEMIN DE L'ESSART,5074
I781640002,"48.6142, 1.92481",1.92481,48.6142,DOMAINE DE MONTJOYE,5074
I781650002,"48.82235, 1.97449",1.97449,48.82235,RUE PABLO NERUDA,5075
I473180001,"44.2008, 0.32352",0.32352,44.2008,Le Marcon,5076
I781680003,"48.73896, 1.90768",1.90768,48.73896,IMPASSE DE LA FAISANDERIE,5077
I473230009,"44.39065, 0.71329",0.71329,44.39065,AVENUE D'AGEN,2861
I781680005,"48.75433, 1.92248",1.92248,48.75433,16 RUE DU MOULIN A VENT,5077
I781680006,"48.7578, 1.93064",1.93064,48.7578,6-8 RUE MARIE CURIE,5077
I781720002,"49.01175, 2.12041",2.12041,49.01175,RUE DES BOIS D'AULNE  DIT LES GRANDES TERRES,5078
I781720005,"48.99705, 2.08213",2.08213,48.99705,RUE DU MARECHAL JOFFRE,5078
I781720007,"49.00925, 2.0897",2.0897,49.00925,RUE ARISTIDE BRIAND,5078
I781720008,"48.99399, 2.1017",2.1017,48.99399,RUE DE STALINGRAD,5078
I222040003,"48.71165, -3.20543",-3.20543,48.71165,rue de la mairie Zone artisanale,5079
I781900002,"48.87792, 2.12449",2.12449,48.87792,CHEMIN DE RONDE,5080
I782060002,"48.95661, 1.91699",1.91699,48.95661,AVENUE DES MOTELLES,5081
I782080003,"48.79258, 1.96699",1.96699,48.79258,2 RUE DE VARSOVIE  LA CLEF DE SAINT PIERRE,5082
I782080005,"48.7742, 1.95829",1.95829,48.7742,BOULEVARD BERNARD GREGORY ROUTE DU MESNIL,5082
I782200004,"48.721, 1.89442",1.89442,48.721,19 RUE DE ROME,5083
I782330001,"48.86769, 1.97841",1.97841,48.86769,CHEMIN DU PARC DES SPORTS,5084
I222150001,"48.48265, -2.80895",-2.80895,48.48265,Les Grands Chemins,831
I222150002,"48.49369, -2.79961",-2.79961,48.49369,Le Haut Champ,831
I782380001,"48.969132, 1.877214",1.877214,48.969132,RUE DES BLEUETS,5085
I782380002,"48.962804, 1.86767",1.86767,48.962804,PARC DU CHÂTEAU,5085
I222150012,"48.49327, -2.80213",-2.80213,48.49327,3 Allée du Haut Champ,831
I782420002,"48.81133, 2.05559",2.05559,48.81133,RUE DESCARTES,5086
I222150018,"48.48949, -2.81027",-2.81027,48.48949,Le Merlet,831
I782420004,"48.810638, 2.04622199",2.04622199,48.810638,18 RUE OLIVIER MESSIAEN,5086
I782510001,"48.89433, 2.06031",2.06031,48.89433,AVENUE DE LA FERME DES HEZARDS,5087
I782630001,"48.77649, 1.67745",1.67745,48.77649,59 RUE DU CHÂTEAU TROMPETTE,5088
I222220003,"48.67375, -2.93254",-2.93254,48.67375,4 rue louis droumaguet,5089
I222220012,"48.67380899189811, -2.932605743626482",-2.932605743626482,48.67380899189811,rue de dixmude,5089
I222280005,"48.55556822450769, -3.4484088420867924",-3.4484088420867924,48.55556822450769,HENT PRAZ COZ,5090
I222380001,"48.60801, -3.57723",-3.57723,48.60801,11 rue joliot curie,5091
I222400003,"48.26089, -2.23884",-2.23884,48.26089,route de broons,5092
I480610019,"44.3211, 3.5989",3.5989,44.3211,Place Sagueney,5093
I782970001,"48.78589, 2.06061",2.06061,48.78589,ROND POINT DES SAULES,5094
I782970002,"48.76645, 2.06976",2.06976,48.76645,20 RUE LE CORBUSIER,5094
I782970003,"48.77214, 2.06666",2.06666,48.77214,3 RUE DES GRAVIERS,5094
I480920014,"44.55666, 3.29545",3.29545,44.55666,Route du stade,3389
I782970018,"48.7555, 2.07752",2.07752,48.7555,1 AVENUE DU GOLF,5094
I782970019,"48.771818, 2.058054",2.058054,48.771818,21 ROUTE DE TROUX LE SPORTING,5094
I783100002,"48.79189, 1.60673",1.60673,48.79189,RUE DES CLOS DE L'ECU,5095
I783110001,"48.92826, 2.17722",2.17722,48.92826,45 RUE CONDORCET,5096
I783140001,"48.98564, 1.78726",1.78726,48.98564,RUE DE LA GARE,5097
I783210001,"48.80267, 1.89656",1.89656,48.80267,RUE LOUIS PHELYPEAUX -  RUE DE LA CIMBALLE,5098
I783210003,"48.80455, 1.88774",1.88774,48.80455,5 PLACE DE LA CIMBALLE,5098
I222450002,"48.63777, -3.36919",-3.36919,48.63777,rue louis guégan,5099
I783220001,"48.76227, 2.17608",2.17608,48.76227,35 RUE DU VAL D'ENFER,5100
I783220002,"48.7734, 2.17751",2.17751,48.7734,60 RUE ETIENNE DE JOUY,5100
I222480006,"48.6186, -3.088",-3.088,48.6186,rue René Guy Cadou,5101
I222500007,"48.69924, -3.16853",-3.16853,48.69924,Route de Ploëzal,1363
I222560002,"48.70584, -3.1105",-3.1105,48.70584,r du stade,5102
I222590003,"48.46648, -2.09155",-2.09155,48.46648,rue des frères Lhermitte,1364
I222660012,"48.2354, -3.30873",-3.30873,48.2354,impasse du gymnase,1365
I783350001,"48.99647, 1.74907",1.74907,48.99647,RUE DES HAUTES MEUNIERES,5103
I783350005,"48.98498, 1.75362",1.75362,48.98498,RUE CHARLES TELLIER,5103
I783350006,"49.00446, 1.73919",1.73919,49.00446,AVENUE EDOUARD FOSSE,5103
I480990012,"44.51567, 3.26089",3.26089,44.51567,le chambon,3394
I783500001,"48.86285, 2.12016",2.12016,48.86285,1 RUE DU PRESIDENT DOUMER,5104
I783500006,"48.87701, 2.11823",2.11823,48.87701,57 ile de la loge,5104
I783540001,"48.968185, 1.687386",1.687386,48.968185,RUE DES GRAVIERS,5105
I783540005,"48.96493, 1.68241",1.68241,48.96493,PLACE PIERRE BEREGOVOY,5105
I783580001,"48.94425, 2.15066",2.15066,48.94425,RUE DE LA DIGUE,5106
I783580006,"48.94271, 2.15125",2.15125,48.94271,27 RUE DE LA DIGUE,5106
I783610005,"48.9967, 1.68321",1.68321,48.9967,AVENUE DU GENERAL DE GAULLE,5107
I783620003,"48.962943, 1.71036",1.71036,48.962943,11 ROUTE DE HOUDAN,5108
I783670002,"48.88156, 2.06848",2.06848,48.88156,CHEMIN DES BOIS NOIRS,5109
I783720002,"48.87045, 2.10051",2.10051,48.87045,AVENUE JEAN BERANGER,5110
I783720005,"48.87543, 2.08781",2.08781,48.87543,RUE DU CHAMPS DES OISEAUX,5110
I783800001,"48.90539, 1.86074",1.86074,48.90539,CHEMIN DU RADET,5111
I783830007,"48.76532, 1.91417",1.91417,48.76532,ROUTE DEPARTEMENTALE 13,5112
I783890001,"48.78757, 1.82246",1.82246,48.78757,QUARTIER POIRIER D'ENCRE,5113
I783960002,"48.93924, 2.1233",2.1233,48.93924,10 RUE DES GRANDS CHAMPS,5114
I783970003,"48.749324, 1.961242",1.961242,48.749324,2 RUE DES MOISSONNEURS,5115
I490070042,"47.44908, -0.52748",-0.52748,47.44908,Rue Emmanuel Camus,3404
I471000008,"44.23004, 0.64203",0.64203,44.23004,Landas,2829
I471060003,"44.48439, 0.94634",0.94634,44.48439,14 Impasse André Labat,2831
I784010004,"49.01404, 1.91933",1.91933,49.01404,ROUTE DE PONTOISE,5116
I471280003,"44.165989, 0.697852",0.697852,44.165989,114 Impasse du Canal - Parc Mado Sage,5117
I784180001,"48.91122, 2.11891",2.11891,48.91122,65 AVENUE GABRIEL PERI,5118
I784230001,"48.77841, 2.03286",2.03286,48.77841,2 RUE CHARLES LINNE,5119
I784230003,"48.77331, 2.01844",2.01844,48.77331,ROUTE DE TRAPPES,5119
I471450004,"44.12549, 0.65786",0.65786,44.12549,"Avenue des pyrenées ""la tuilerie""",2836
I784230012,"48.77688, 2.02776",2.02776,48.77688,6 RUE JACQUES BRUGNON,5119
I784230013,"48.7669, 2.02634",2.02634,48.7669,RUE HENRI COCHET,5119
I784230026,"48.788031, 2.03486",2.03486,48.788031,1 RUE LAURENT FIGNON PLACE DE LA PAIX CELESTE,5119
I490070159,"47.44414439242444, -0.5631277191002472",-0.5631277191002472,47.44414439242444,Rue Henri Bergson,3404
I784400001,"48.98583, 1.92662",1.92662,48.98583,RUE HUBERT MOUCHEL,5120
I784400011,"48.98573, 1.90955",1.90955,48.98573,45 RUE LEO LAGRANGE,5120
I784400018,"48.99273, 1.92644",1.92644,48.99273,60 RUE PIERRE CURIE,5120
I784550001,"48.83924, 2.06407",2.06407,48.83924,AVENUE DES MOULINEAUX,5121
I471670007,,,,187 Rue Casimir Lafitte,5122
I784660001,"48.91556, 1.98051",1.98051,48.91556,ALLEE MARCEL COTARD QUARTIER SAINT MARC,5123
I784810001,"48.89364, 2.11068",2.11068,48.89364,3 BOULEVARD DE LA LIBERATION,5124
I784860001,"48.691106, 1.853712",1.853712,48.691106,21 RUE DE CHARTRES,5125
I784900001,"48.8276, 1.93819",1.93819,48.8276,RUE MARIE HILLION,5126
I784900002,"48.81928, 1.94336",1.94336,48.81928,RUE RENE BAZIN,5126
I784900003,"48.82485, 1.95541",1.95541,48.82485,30 AVENUE DU GENERAL DE GAULLE,5126
I784900012,"48.82672102, 1.95303703",1.95303703,48.82672102,avenue de Geesthacht,5126
I490170004,"47.63972, -0.35677",-0.35677,47.63972,Grohier,5127
I472170008,"44.183303433, 0.785952185",0.785952185,44.183303433,Laman,2848
I490180005,"47.54843, -0.10715",-0.10715,47.54843,Avenue de Paris,3406
I784980002,"48.91714, 2.0281",2.0281,48.91714,42  RUE D'AIGREMONT,5128
I784980003,"48.92075, 2.02374",2.02374,48.92075,76 AVENUE BLANCHE DE CASTILLE,5128
I784980008,"48.92975, 2.05355",2.05355,48.92975,5  RUE DES FAUVETTES,5128
I784980009,"48.93728, 2.05869",2.05869,48.93728,8  rue du Stade,5128
I472330003,"44.53809, 0.09327",0.09327,44.53809,La Bastide,2853
I490200012,"47.47612537610972, -0.6420504589626775",-0.6420504589626775,47.47612537610972,5 bis Chemin de la Houssaye,3407
I785020004,"48.88824244976512, 2.1063709259033208",2.1063709259033208,48.88824244976512,16 AVENUE DE SAINT GERMAIN,5129
I472520007,"44.41822, 0.60536",0.60536,44.41822,Ferme Rossignol,2856
I473100010,"44.39257, 0.30798",0.30798,44.39257,Rue Labruyère,3381
I473120007,"44.40333, 1.00118",1.00118,44.40333,GUILLEMENT,5130
I473230025,"44.40336, 0.71474",0.71474,44.40336,2 Chemin de Velours,2861
I785020007,"48.88297, 2.10755",2.10755,48.88297,14 TER AVENUE DE SAINT GERMAIN,5129
I785130003,"48.8025, 1.78517",1.78517,48.8025,PLACE DE L'EUROPE CHEMIN DU ROY,5131
I785170002,"48.64891, 1.84676",1.84676,48.64891,120 RUE DE CLAIREFONTAINE,5132
I785170005,"48.63562, 1.82267",1.82267,48.63562,81 RUE D'ARBOUVILLE,5132
I785170006,"48.633756, 1.831855",1.831855,48.633756,5 RUE DE L'ETANG D'OR,5132
I785170016,"48.63678, 1.81875",1.81875,48.63678,5 AVENUE DU GENERAL LECLERC,5132
I785240002,"48.8379, 2.10604",2.10604,48.8379,12 RUE DE LA SABRETACHE,5133
I785370001,"48.57537, 1.95539",1.95539,48.57537,51 RUE DE NUISEMENT,5134
I785450001,"48.8031, 2.05211",2.05211,48.8031,Rue Gérard Philippe,5135
I785450002,"48.80739, 2.05648",2.05648,48.80739,3 rue jean pierre timbaud,5135
I785450003,"48.793715, 2.062365",2.062365,48.793715,boulevard henri barbusse,5135
I785450013,"48.80939962149487, 2.0620340108871464",2.0620340108871464,48.80939962149487,Rue de Lattre de Tassigny,5135
I785510002,"48.91186, 2.08039",2.08039,48.91186,5 AVENUE DU PRESIDENT J. F. KENNEDY,5136
I785510003,"48.895721, 2.073171",2.073171,48.895721,16 BOULEVARD DE LA PAIX,5136
I493430001,"47.001524690614545, -0.8573113324155269",-0.8573113324155269,47.00152469061455,5 Chemin de l’Etang,2943
I493450005,"47.26537614581044, -0.4925554990768433",-0.4925554990768433,47.26537614581044,Rue des Fontaines,5137
I785610001,"48.73254, 2.01899",2.01899,48.73254,CHEMIN DE LA MESSE,5138
I785710001,"48.86342, 2.01938",2.01938,48.86342,PLACE HENRI HAMEL,5139
I785710008,"48.855987, 2.020768",2.020768,48.855987,RUE GUY MOIGNIER,5139
I785760001,"48.75295, 1.88024",1.88024,48.75295,3 RUE DU LONG DES BOIS,5140
I785860013,"48.94296, 2.20093",2.20093,48.94296,6 RUE DE MARSEILLE,5141
I670460004,"48.77759531883506, 7.8467702865600595",7.8467702865600595,48.77759531883506,2 Rue du Stade,5142
I670490001,"48.50131, 7.60987",7.60987,48.50131,Rue de Hindisheim,5143
I670520003,"48.47529, 7.44556",7.44556,48.47529,Rue du Stade,5144
I670580001,"48.78269, 7.56048",7.56048,48.78269,Rue Principale,5145
I670610003,"48.82864, 7.48496",7.48496,48.82864,rue Babenhausen,5146
I670670012,"48.73718, 7.71343",7.71343,48.73718,r andre malraux,5147
I670790002,"48.93228, 8.03216",8.03216,48.93228,route d'Eberbach,5148
I670840002,"48.32242, 7.44051",7.44051,48.32242,Zone de Loisirs,5149
I670840004,"48.32367, 7.43641",7.43641,48.32367,2 Rue du Collège,5149
I670890003,"48.76382, 7.4722",7.4722,48.76382,Rue du Stade,5150
I670950002,"48.93399, 7.18949",7.18949,48.93399,47 rue du Faubourg,5151
I671060012,"48.75883, 7.95895",7.95895,48.75883,route de Dahlunden,5152
I671120001,"48.53099, 7.5681",7.5681,48.53099,Rue du Stade,5153
I671150001,"48.29989, 7.50183",7.50183,48.29989,Route de Muttersholtz Gaensweid,5154
I715850001,"46.84121, 4.87059",4.87059,46.84121,Rue Michaud Virey le Grand,5155
I671180005,"48.57312, 7.69184",7.69184,48.57312,Rue Niederholz,5156
I671250001,"48.364058, 7.45783",7.45783,48.364058,3  rue du Stade,5157
I671280001,"48.56037, 7.56793",7.56793,48.56037,Rue de la Gare,5158
I671300005,"48.412586223706946, 7.666043043136598",7.666043043136598,48.41258622370695,Rue de la Sucrerie,5159
I671300007,"48.41531, 7.66985",7.66985,48.41531,r de la sucrerie,5159
I671310006,"48.48611, 7.72184",7.72184,48.48611,Place des Fêtes,5160
I671320001,"48.87285, 7.73741",7.73741,48.87285,Rue du Stade,5161
I671370002,"48.49185, 7.68454",7.68454,48.49185,17  avenue du Général de Gaulle,5162
I671510004,"48.68595, 7.87694",7.87694,48.68595,4  rue de la Dordogne,5163
I671520013,"48.51464, 7.66042",7.66042,48.51464,Porte basse RD 84,5164
I671540002,"48.37587, 7.70242",7.70242,48.37587,Rue de Daubensand,5165
I671690003,"48.755839, 7.82306",7.82306,48.755839,rue du stade,5166
I671720003,"48.50065, 7.52356",7.52356,48.50065,Rue du Moulin,5167
I671800005,"48.81353, 7.79612",7.79612,48.81353,4b rue du tournoi,5168
I671800018,"48.81709, 7.77509",7.77509,48.81709,rue du moulin neuf,5168
I400210004,"43.79821, -1.30015",-1.30015,43.79821,Route des campings,3428
I400370003,"43.82918, -0.50065",-0.50065,43.82918,225 Avenue de l'Alsace,5169
I671800024,"48.78165340788509, 7.817271351814271",7.817271351814271,48.78165340788509,rue de la gare (marienthal),5168
I671800026,"48.81397, 7.79349",7.79349,48.81397,rue du tournoi,5168
I671820001,"48.55168, 7.61548",7.61548,48.55168,Allée des Tilleuls,5170
I671890001,"48.423193, 7.450596",7.450596,48.423193,40 Rue Principale Le Lindel,5171
I671910002,"49.00828, 7.07596",7.07596,49.00828,Route de Keskastel,5172
I671920001,"48.34729, 7.63472",7.63472,48.34729,Route de Boofzheim,5173
I671940001,"48.73047, 7.89831",7.89831,48.73047,Rue du Gymnase,5174
I672020009,"48.76121, 7.56398",7.56398,48.76121,Rue des 4 vents,5175
I672050001,"48.70138, 7.79295",7.79295,48.70138,Rue de la République,5176
I720710018,"47.68069, 0.429089",0.429089,47.68069,Chemin de Bannes,3804
I672120002,"48.55743, 7.63805",7.63805,48.55743,Rue de la bruche,5177
I672180006,"48.53354, 7.7156",7.7156,48.53354,2 rue du football,5178
I672180007,"48.52131, 7.72308",7.72308,48.52131,27 rue des vignes,5178
I672180017,"48.51997, 7.72704",7.72704,48.51997,Rue Albert Schweitzer,5178
I672180019,"48.53064, 7.72842",7.72842,48.53064,24 rue Lixenbuhl,5178
I672220001,"48.87581, 7.47079",7.47079,48.87581,Rue du Gymnase,5179
I720890007,"48.12845, -0.01674",-0.01674,48.12845,20 Route de Neuvillalais,3807
I720960004,"48.025524, 0.01313",0.01313,48.025524,1 rue des sports,5180
I672370001,"48.67735, 7.84529",7.84529,48.67735,2 Rue de l'industrie,5181
I672390001,"48.24832, 7.39772",7.39772,48.24832,rue du stade,5182
I672460001,"48.33918, 7.54879",7.54879,48.33918,Rue du Stade,5183
I401280001,"43.6832, -0.59877",-0.59877,43.6832,30 place vernay,5184
I672470001,"48.56185, 7.59057",7.59057,48.56185,Rue Jacques Maritain,5185
I401320002,"43.54679572, -0.98364934",-0.98364934,43.54679572,Route de l'église,1521
I672560001,"48.65664, 7.70075",7.70075,48.65664,10  rue du Stade,5186
I672670004,"48.54537, 7.67988",7.67988,48.54537,Rue de Graffenstaden,5187
I672810003,"48.16254, 7.55242",7.55242,48.16254,8 rue des Tabacs,5188
I672820001,"48.61887, 7.49014",7.49014,48.61887,2B rue de l'Usine,5189
I721320011,"48.18857, 0.65287",0.65287,48.18857,Impasse du Marais,3814
I721320015,"48.18292031580282, 0.6484428048133851",0.6484428048133851,48.18292031580282,Place du Général de Gaulle,3814
I673000018,"48.53358, 7.49523",7.49523,48.53358,2 r elisabeth juneck,5190
I673010001,"48.75356, 7.63679",7.63679,48.75356,Rue du Moulin,5191
I401450001,"43.76933, -0.42822",-0.42822,43.76933,Place de la Mairie,5192
I401520001,"43.97059, -1.09235",-1.09235,43.97059,Place René Cousseau,1526
I402200001,"43.65607, -0.3719",-0.3719,43.65607,Route du bourg,5193
I673020003,"48.75205, 7.38364",7.38364,48.75205,rue de la gare,5194
I673080001,"48.91953, 8.15783",8.15783,48.91953,Route du Rhin,5195
I673100001,"48.22282, 7.52343",7.52343,48.22282,Rue de Heidolsheim,5196
I673240006,"48.95766, 7.64683",7.64683,48.95766,9 rue du Stade,5197
I673390001,"48.89443, 7.91376",7.91376,48.89443,Rue de Bannholtz,5198
I673430001,"48.59968, 7.67571",7.67571,48.59968,50 route de Wolfisheim,5199
I673450001,"48.78571, 7.872",7.872,48.78571,1  rue de la Forêt,5200
I673470001,"48.84343, 7.55969",7.55969,48.84343,CD 919,5201
I673480005,"48.45713, 7.49051",7.49051,48.45713,r marechal de lattre de tassigny,5202
I673480006,"48.45924, 7.49222",7.49222,48.45924,rue du stade,5202
I740110013,"45.90674, 6.156382",6.156382,45.90674,6 RUE DU PRE VERNET,4936
I673590004,"48.81739, 7.70758",7.70758,48.81739,Rue des Sports,5203
I673600001,"48.18504, 7.50189",7.50189,48.18504,Rue du Moulin,5204
I673630001,"48.58567, 7.55105",7.55105,48.58567,1 rue du Foyer,5205
I740120016,"46.185585, 6.245526",6.245526,46.185585,RUE A. CURIOZ,4937
I740120026,"46.192107, 6.264723",6.264723,46.192107,Route du stade,4937
I740310005,"46.10083, 6.09889",6.09889,46.10083,415 Route des Eplanes Le Chable,5206
I403130008,"43.83435, -0.80945",-0.80945,43.83435,Rue Jules Ferry,3448
I740370003,"46.20907, 6.4016",6.4016,46.20907,RUE GUILLERMIN,5207
I740420013,"46.0697064358257, 6.399951875209809",6.399951875209809,46.0697064358257,RUE DES VORZIERS,4955
I673650001,"48.54649, 7.71256",7.71256,48.54649,6  quai Heydt,5208
I673650002,"48.53748, 7.71889",7.71889,48.53748,Quai Olida,5208
I740560034,"45.93023484347577, 6.873152554035188",6.873152554035188,45.93023484347577,214 Avenue de la Plage,5209
I673700001,"48.87069, 7.26905",7.26905,48.87069,7 rue Principale,5210
I673780007,"48.47529, 7.741873",7.741873,48.47529,1000 rue du Rhin Langensand,5211
I673880001,"48.92873, 7.65143",7.65143,48.92873,2  rue du Stade,5212
I740580010,"46.27967, 6.81931",6.81931,46.27967,SOUS LE SAIX,5213
I673950001,"48.68447, 7.40318",7.40318,48.68447,Foyer de Reutenbourg,5214
I673970008,"48.3127, 7.70193",7.70193,48.3127,Geissenschollen,5215
I674070005,"48.76024, 7.90703",7.90703,48.76024,Rue de l'Etang,5216
I674080001,"48.64532, 7.39884",7.39884,48.64532,Vogesia,5217
I674340001,"48.93507, 7.09599",7.09599,48.93507,Rue des Bleuets,5218
I674340003,"48.93682, 7.0892",7.0892,48.93682,Rue Vincent d'Indy,5218
I674370003,"48.73201, 7.35318",7.35318,48.73201,rue jean de manderscheid,3418
I410490007,"47.348081, 1.484022",1.484022,47.348081,L'érable,5219
I410670007,"47.50907, 1.45765",1.45765,47.50907,4 rue Martinet,3302
